date,number3,number4
2008-05-06,627,1759
2008-05-07,046,4749
2008-05-08,276,0230
2008-05-09,655,2348
2008-05-12,970,5003
2008-05-13,907,3255
2008-05-14,357,5651
2008-05-15,302,7723
2008-05-16,119,5291
2008-05-19,728,4487
2008-05-20,874,2947
2008-05-21,950,4441
2008-05-22,677,8423
2008-05-23,316,3466
2008-05-26,613,9665
2008-05-27,183,8904
2008-05-28,975,6424
2008-05-29,842,5471
2008-05-30,772,6180
2008-06-02,342,7044
2008-06-03,041,6579
2008-06-04,471,2332
2008-06-05,739,8885
2008-06-06,453,8585
2008-06-09,091,8117
2008-06-10,596,6702
2008-06-11,704,1997
2008-06-12,538,6404
2008-06-13,272,0799
2008-06-16,474,2620
2008-06-17,809,2159
2008-06-18,215,4429
2008-06-19,401,6759
2008-06-20,070,9492
2008-06-23,991,7408
2008-06-24,777,4696
2008-06-25,597,7856
2008-06-26,009,4553
2008-06-27,816,5527
2008-06-30,960,4913
2008-07-01,856,7575
2008-07-02,703,1507
2008-07-03,943,0233
2008-07-04,618,5748
2008-07-07,271,5070
2008-07-08,202,7573
2008-07-09,808,8066
2008-07-10,200,0883
2008-07-11,372,3189
2008-07-14,286,8051
2008-07-15,141,4689
2008-07-16,568,4919
2008-07-17,066,6042
2008-07-18,733,2311
2008-07-21,141,5968
2008-07-22,626,5290
2008-07-23,475,9822
2008-07-24,142,8798
2008-07-25,271,6136
2008-07-28,900,0705
2008-07-29,325,9354
2008-07-30,963,2676
2008-07-31,008,0794
2008-08-01,169,2146
2008-08-04,003,4786
2008-08-05,531,3241
2008-08-06,140,5210
2008-08-07,801,4811
2008-08-08,703,4137
2008-08-11,117,7410
2008-08-12,928,0650
2008-08-13,750,6829
2008-08-14,158,5494
2008-08-15,311,3461
2008-08-18,247,6897
2008-08-19,812,3733
2008-08-20,016,6877
2008-08-21,677,6622
2008-08-22,551,6610
2008-08-25,667,6281
2008-08-26,725,7235
2008-08-27,764,9507
2008-08-28,483,3663
2008-08-29,734,3013
2008-09-01,200,3447
2008-09-02,200,3672
2008-09-03,425,8997
2008-09-04,532,9659
2008-09-05,801,9379
2008-09-08,148,5173
2008-09-09,417,2716
2008-09-10,953,5128
2008-09-11,718,4803
2008-09-12,621,8696
2008-09-15,472,2968
2008-09-16,232,8679
2008-09-17,748,3930
2008-09-18,432,6122
2008-09-19,314,8512
2008-09-22,675,9230
2008-09-23,223,2031
2008-09-24,440,5802
2008-09-25,544,7929
2008-09-26,972,8947
2008-09-29,321,1408
2008-09-30,817,6848
2008-10-01,802,0520
2008-10-02,157,4338
2008-10-03,234,8486
2008-10-06,187,8782
2008-10-07,591,1481
2008-10-08,015,7829
2008-10-09,493,8803
2008-10-10,410,6330
2008-10-13,468,1980
2008-10-14,560,7339
2008-10-15,950,4748
2008-10-16,136,8539
2008-10-17,327,0883
2008-10-20,618,3407
2008-10-21,053,5828
2008-10-22,213,4672
2008-10-23,562,0313
2008-10-24,247,1183
2008-10-27,969,9212
2008-10-28,625,0967
2008-10-29,942,7953
2008-10-30,108,4896
2008-10-31,449,4107
2008-11-03,226,7347
2008-11-04,600,9566
2008-11-05,089,9053
2008-11-06,150,6811
2008-11-07,996,9921
2008-11-10,634,6543
2008-11-11,758,3506
2008-11-12,178,9838
2008-11-13,868,3479
2008-11-14,654,1716
2008-11-17,424,1271
2008-11-18,862,9804
2008-11-19,278,5987
2008-11-20,870,4813
2008-11-21,933,9624
2008-11-24,560,5827
2008-11-25,381,3966
2008-11-26,425,4631
2008-11-27,020,1200
2008-11-28,879,1059
2008-12-01,908,3893
2008-12-02,415,3860
2008-12-03,707,6142
2008-12-04,082,7740
2008-12-05,588,2985
2008-12-08,341,5889
2008-12-09,260,0756
2008-12-10,927,4161
2008-12-11,075,5770
2008-12-12,308,1356
2008-12-15,420,1346
2008-12-16,155,2928
2008-12-17,640,0016
2008-12-18,669,3623
2008-12-19,012,1487
2008-12-22,514,3519
2008-12-23,630,7392
2008-12-24,300,8114
2008-12-25,817,2405
2008-12-26,885,0659
2008-12-29,610,7349
2008-12-30,654,8544
2009-01-05,534,3248
2009-01-06,799,9538
2009-01-07,797,0516
2009-01-08,724,7823
2009-01-09,685,6545
2009-01-12,328,3839
2009-01-13,001,4460
2009-01-14,243,7669
2009-01-15,715,0596
2009-01-16,308,0669
2009-01-19,233,9534
2009-01-20,776,1783
2009-01-21,828,9500
2009-01-22,614,2590
2009-01-23,593,2326
2009-01-26,509,0377
2009-01-27,762,1489
2009-01-28,826,3722
2009-01-29,845,1931
2009-01-30,631,3164
2009-02-02,412,7159
2009-02-03,461,4705
2009-02-04,434,8671
2009-02-05,573,6356
2009-02-06,147,6808
2009-02-09,069,0472
2009-02-10,320,8322
2009-02-11,776,7913
2009-02-12,319,0806
2009-02-13,031,3752
2009-02-16,529,4663
2009-02-17,648,0605
2009-02-18,134,6361
2009-02-19,133,4877
2009-02-20,070,8523
2009-02-23,484,6557
2009-02-24,686,2920
2009-02-25,787,5279
2009-02-26,788,5689
2009-02-27,660,2280
2009-03-02,596,9085
2009-03-03,403,9065
2009-03-04,660,7020
2009-03-05,011,8962
2009-03-06,992,6459
2009-03-09,779,4947
2009-03-10,481,3865
2009-03-11,814,6685
2009-03-12,571,9910
2009-03-13,195,0758
2009-03-16,404,4101
2009-03-17,828,2515
2009-03-18,118,5429
2009-03-19,586,3561
2009-03-20,050,8451
2009-03-23,611,8887
2009-03-24,445,6941
2009-03-25,753,4776
2009-03-26,667,3709
2009-03-27,117,3669
2009-03-30,413,2849
2009-03-31,566,4997
2009-04-01,597,4307
2009-04-02,308,0818
2009-04-03,477,9008
2009-04-06,890,8957
2009-04-07,283,9433
2009-04-08,472,9607
2009-04-09,169,6667
2009-04-10,400,8190
2009-04-13,910,2876
2009-04-14,396,9253
2009-04-15,401,4878
2009-04-16,870,9797
2009-04-17,925,9325
2009-04-20,125,1530
2009-04-21,397,2122
2009-04-22,315,3835
2009-04-23,916,9241
2009-04-24,179,9387
2009-04-27,938,5947
2009-04-28,263,3922
2009-04-29,943,6189
2009-04-30,124,4806
2009-05-01,775,5183
2009-05-04,714,3064
2009-05-05,967,8287
2009-05-06,401,6795
2009-05-07,972,5042
2009-05-08,183,5456
2009-05-11,637,2998
2009-05-12,713,7056
2009-05-13,117,9116
2009-05-14,769,5066
2009-05-15,948,7790
2009-05-18,854,8696
2009-05-19,023,4303
2009-05-20,748,6381
2009-05-21,125,8294
2009-05-22,087,3595
2009-05-25,869,1865
2009-05-26,870,6619
2009-05-27,412,1847
2009-05-28,114,1388
2009-05-29,227,7466
2009-06-01,108,5082
2009-06-02,679,6765
2009-06-03,643,3153
2009-06-04,109,3854
2009-06-05,617,8013
2009-06-08,831,8503
2009-06-09,668,4669
2009-06-10,207,9329
2009-06-11,047,3697
2009-06-12,569,4450
2009-06-15,759,5170
2009-06-16,613,8910
2009-06-17,275,6785
2009-06-18,308,2936
2009-06-19,354,1370
2009-06-22,619,0622
2009-06-23,875,1961
2009-06-24,996,1999
2009-06-25,406,7775
2009-06-26,524,0937
2009-06-29,209,2509
2009-06-30,536,5376
2009-07-01,934,7596
2009-07-02,066,6615
2009-07-03,175,4681
2009-07-06,814,0325
2009-07-07,548,5441
2009-07-08,974,8328
2009-07-09,819,8885
2009-07-10,818,0448
2009-07-13,658,0564
2009-07-14,466,7609
2009-07-15,183,0644
2009-07-16,781,6970
2009-07-17,613,6094
2009-07-20,381,9386
2009-07-21,605,4494
2009-07-22,923,1267
2009-07-23,422,5106
2009-07-24,891,8834
2009-07-27,089,9256
2009-07-28,195,2989
2009-07-29,166,0581
2009-07-30,222,2375
2009-07-31,236,3159
2009-08-03,070,2303
2009-08-04,156,3122
2009-08-05,809,0389
2009-08-06,196,4532
2009-08-07,395,2337
2009-08-10,878,2847
2009-08-11,992,7047
2009-08-12,711,8651
2009-08-13,733,9636
2009-08-14,040,7420
2009-08-17,259,5513
2009-08-18,382,5602
2009-08-19,248,8417
2009-08-20,271,0328
2009-08-21,376,7940
2009-08-24,436,8729
2009-08-25,420,8912
2009-08-26,824,2693
2009-08-27,434,8367
2009-08-28,565,5564
2009-08-31,935,9892
2009-09-01,298,6522
2009-09-02,130,5580
2009-09-03,805,2781
2009-09-04,507,6203
2009-09-07,129,0979
2009-09-08,833,2099
2009-09-09,760,4746
2009-09-10,469,3599
2009-09-11,977,9808
2009-09-14,584,2552
2009-09-15,336,6784
2009-09-16,624,9998
2009-09-17,834,0861
2009-09-18,032,4341
2009-09-21,799,8943
2009-09-22,728,0245
2009-09-23,565,1329
2009-09-24,446,6953
2009-09-25,225,3932
2009-09-28,545,4652
2009-09-29,076,3768
2009-09-30,368,2786
2009-10-01,341,3941
2009-10-02,684,4908
2009-10-05,853,4422
2009-10-06,943,6425
2009-10-07,280,6643
2009-10-08,493,1640
2009-10-09,145,6182
2009-10-12,721,9002
2009-10-13,071,0738
2009-10-14,767,9080
2009-10-15,951,8361
2009-10-16,153,0621
2009-10-19,113,3355
2009-10-20,493,4189
2009-10-21,295,0830
2009-10-22,132,1408
2009-10-23,659,1832
2009-10-26,572,9157
2009-10-27,911,0621
2009-10-28,709,7752
2009-10-29,837,7302
2009-10-30,803,2104
2009-11-02,024,4865
2009-11-03,505,4076
2009-11-04,747,3532
2009-11-05,414,8435
2009-11-06,578,0134
2009-11-09,611,0178
2009-11-10,309,0783
2009-11-11,286,0832
2009-11-12,977,4520
2009-11-13,864,2784
2009-11-16,141,1264
2009-11-17,790,9093
2009-11-18,184,3508
2009-11-19,204,7982
2009-11-20,967,2319
2009-11-23,887,9424
2009-11-24,702,9098
2009-11-25,660,3690
2009-11-26,973,3111
2009-11-27,342,8732
2009-11-30,676,9413
2009-12-01,502,4225
2009-12-02,875,4851
2009-12-03,640,3148
2009-12-04,606,0053
2009-12-07,026,4108
2009-12-08,050,3232
2009-12-09,385,0439
2009-12-10,967,9532
2009-12-11,941,4407
2009-12-14,476,4297
2009-12-15,437,1276
2009-12-16,336,3791
2009-12-17,200,7001
2009-12-18,589,1883
2009-12-21,891,0233
2009-12-22,551,5833
2009-12-23,198,8366
2009-12-24,237,6913
2009-12-25,756,0965
2009-12-28,355,1262
2009-12-29,812,0306
2009-12-30,552,5004
2010-01-04,232,7956
2010-01-05,619,1453
2010-01-06,112,8855
2010-01-07,845,9312
2010-01-08,523,4793
2010-01-11,032,1616
2010-01-12,850,3172
2010-01-13,999,3403
2010-01-14,900,8115
2010-01-15,271,5734
2010-01-18,035,3647
2010-01-19,579,0451
2010-01-20,919,6856
2010-01-21,236,3679
2010-01-22,258,8303
2010-01-25,029,5686
2010-01-26,452,2360
2010-01-27,227,0639
2010-01-28,422,9954
2010-01-29,562,7335
2010-02-01,351,3086
2010-02-02,252,9005
2010-02-03,677,9759
2010-02-04,829,0492
2010-02-05,932,4410
2010-02-08,747,8441
2010-02-09,350,9874
2010-02-10,295,4583
2010-02-11,726,4142
2010-02-12,959,8699
2010-02-15,768,2548
2010-02-16,135,2764
2010-02-17,071,8842
2010-02-18,232,8683
2010-02-19,650,5904
2010-02-22,738,7899
2010-02-23,063,9408
2010-02-24,179,1573
2010-02-25,389,3971
2010-02-26,122,6338
2010-03-01,963,2120
2010-03-02,856,6142
2010-03-03,581,5205
2010-03-04,334,1836
2010-03-05,066,4316
2010-03-08,117,6221
2010-03-09,640,5083
2010-03-10,848,6538
2010-03-11,484,3159
2010-03-12,527,7250
2010-03-15,157,6436
2010-03-16,443,2732
2010-03-17,714,2926
2010-03-18,921,0612
2010-03-19,810,7944
2010-03-22,507,0633
2010-03-23,999,1338
2010-03-24,986,1723
2010-03-25,229,3360
2010-03-26,860,4705
2010-03-29,659,2951
2010-03-30,463,7453
2010-03-31,698,2298
2010-04-01,862,6911
2010-04-02,848,9597
2010-04-05,258,0144
2010-04-06,638,6232
2010-04-07,448,7806
2010-04-08,643,7900
2010-04-09,629,1926
2010-04-12,696,8657
2010-04-13,354,6817
2010-04-14,618,9941
2010-04-15,815,2539
2010-04-16,558,4551
2010-04-19,420,2402
2010-04-20,265,9170
2010-04-21,304,4838
2010-04-22,928,6889
2010-04-23,142,0679
2010-04-26,954,5539
2010-04-27,368,0046
2010-04-28,802,3450
2010-04-29,371,4079
2010-04-30,108,2254
2010-05-03,802,5148
2010-05-04,916,5522
2010-05-05,948,6859
2010-05-06,041,7367
2010-05-07,752,4579
2010-05-10,227,2808
2010-05-11,162,4795
2010-05-12,093,1630
2010-05-13,949,6584
2010-05-14,428,2831
2010-05-17,427,2367
2010-05-18,832,8490
2010-05-19,514,6859
2010-05-20,919,5123
2010-05-21,803,5577
2010-05-24,017,5234
2010-05-25,786,5992
2010-05-26,417,9800
2010-05-27,169,6405
2010-05-28,589,9478
2010-05-31,182,3305
2010-06-01,727,1270
2010-06-02,520,4399
2010-06-03,567,8944
2010-06-04,951,8117
2010-06-07,895,3502
2010-06-08,882,2888
2010-06-09,998,5468
2010-06-10,328,4256
2010-06-11,239,5532
2010-06-14,999,8890
2010-06-15,313,1105
2010-06-16,168,9249
2010-06-17,030,6219
2010-06-18,027,2360
2010-06-21,606,8982
2010-06-22,549,3636
2010-06-23,091,6700
2010-06-24,554,9105
2010-06-25,089,9305
2010-06-28,505,8864
2010-06-29,554,9367
2010-06-30,497,3725
2010-07-01,104,8421
2010-07-02,023,1963
2010-07-05,458,6989
2010-07-06,274,2815
2010-07-07,458,3886
2010-07-08,824,8936
2010-07-09,287,2731
2010-07-12,867,2328
2010-07-13,105,8907
2010-07-14,890,3382
2010-07-15,731,0247
2010-07-16,395,9841
2010-07-19,523,1429
2010-07-20,883,0863
2010-07-21,548,1577
2010-07-22,223,5193
2010-07-23,551,1458
2010-07-26,396,9098
2010-07-27,216,7879
2010-07-28,793,5722
2010-07-29,827,5482
2010-07-30,990,9371
2010-08-02,539,3192
2010-08-03,014,3342
2010-08-04,828,1316
2010-08-05,673,0590
2010-08-06,011,5077
2010-08-09,076,7936
2010-08-10,403,6203
2010-08-11,054,1590
2010-08-12,607,5896
2010-08-13,424,4177
2010-08-16,232,4514
2010-08-17,193,3995
2010-08-18,931,7900
2010-08-19,633,3537
2010-08-20,092,2392
2010-08-23,530,0540
2010-08-24,553,6578
2010-08-25,371,4370
2010-08-26,199,7233
2010-08-27,054,9407
2010-08-30,296,9851
2010-08-31,551,7063
2010-09-01,698,6703
2010-09-02,496,3251
2010-09-03,685,8461
2010-09-06,007,6155
2010-09-07,736,4369
2010-09-08,257,2052
2010-09-09,119,9533
2010-09-10,221,0669
2010-09-13,393,8285
2010-09-14,257,0056
2010-09-15,884,4195
2010-09-16,442,8544
2010-09-17,961,2120
2010-09-20,475,8055
2010-09-21,155,9409
2010-09-22,376,0434
2010-09-23,663,3651
2010-09-24,619,5075
2010-09-27,188,2081
2010-09-28,072,5200
2010-09-29,214,1619
2010-09-30,618,5641
2010-10-01,433,1515
2010-10-04,496,7486
2010-10-05,196,2645
2010-10-06,296,2278
2010-10-07,581,4295
2010-10-08,936,2948
2010-10-11,870,5940
2010-10-12,915,3597
2010-10-13,851,8623
2010-10-14,722,0847
2010-10-15,368,1986
2010-10-18,680,3088
2010-10-19,435,4782
2010-10-20,611,3027
2010-10-21,704,4211
2010-10-22,932,7691
2010-10-25,228,7343
2010-10-26,207,6094
2010-10-27,227,7770
2010-10-28,666,9928
2010-10-29,254,5361
2010-11-01,204,4955
2010-11-02,880,0300
2010-11-03,895,6856
2010-11-04,624,1390
2010-11-05,676,5402
2010-11-08,742,2618
2010-11-09,503,1248
2010-11-10,279,4192
2010-11-11,692,5120
2010-11-12,719,4135
2010-11-15,656,7222
2010-11-16,139,6872
2010-11-17,703,9125
2010-11-18,697,7098
2010-11-19,345,6119
2010-11-22,272,7718
2010-11-23,153,6635
2010-11-24,448,0696
2010-11-25,731,9856
2010-11-26,897,7975
2010-11-29,920,9615
2010-11-30,852,4144
2010-12-01,355,0866
2010-12-02,551,1056
2010-12-03,206,7931
2010-12-06,971,0035
2010-12-07,947,8915
2010-12-08,583,5223
2010-12-09,074,6044
2010-12-10,943,4376
2010-12-13,180,1440
2010-12-14,435,7323
2010-12-15,393,0854
2010-12-16,665,5643
2010-12-17,069,8416
2010-12-20,810,0942
2010-12-21,554,6022
2010-12-22,819,2743
2010-12-23,016,0112
2010-12-24,157,8651
2010-12-27,384,1402
2010-12-28,176,3713
2010-12-29,749,4575
2010-12-30,349,8265
2011-01-04,534,0999
2011-01-05,692,2361
2011-01-06,880,0652
2011-01-07,775,8779
2011-01-10,975,3874
2011-01-11,757,9902
2011-01-12,282,3414
2011-01-13,798,5716
2011-01-14,449,3132
2011-01-17,525,5485
2011-01-18,691,9165
2011-01-19,424,3380
2011-01-20,353,9941
2011-01-21,923,0632
2011-01-24,193,2044
2011-01-25,269,9238
2011-01-26,099,7316
2011-01-27,479,7389
2011-01-28,222,1111
2011-01-31,819,7816
2011-02-01,110,3043
2011-02-02,594,5138
2011-02-03,327,2632
2011-02-04,761,7098
2011-02-07,628,7719
2011-02-08,166,6841
2011-02-09,576,2109
2011-02-10,841,5777
2011-02-11,946,8941
2011-02-14,457,3718
2011-02-15,047,7532
2011-02-16,205,8555
2011-02-17,263,6133
2011-02-18,080,8077
2011-02-21,008,8751
2011-02-22,402,7371
2011-02-23,374,4123
2011-02-24,004,9171
2011-02-25,475,6824
2011-02-28,345,6530
2011-03-01,082,3044
2011-03-02,331,8064
2011-03-03,806,3324
2011-03-04,545,8533
2011-03-07,976,4769
2011-03-08,152,3986
2011-03-09,215,7218
2011-03-10,724,4518
2011-03-11,437,6406
2011-03-14,635,7189
2011-03-15,746,3768
2011-03-16,402,9903
2011-03-17,557,3990
2011-03-18,095,1350
2011-03-21,138,8301
2011-03-22,318,7424
2011-03-23,261,2848
2011-03-24,704,4380
2011-03-25,298,7680
2011-03-28,335,2663
2011-03-29,680,5616
2011-03-30,352,2072
2011-03-31,225,3778
2011-04-01,929,5558
2011-04-04,643,2391
2011-04-05,303,3332
2011-04-06,763,8975
2011-04-07,360,2413
2011-04-08,061,1055
2011-04-11,495,7546
2011-04-12,657,2643
2011-04-13,200,2908
2011-04-14,963,7620
2011-04-15,788,5284
2011-04-18,504,4068
2011-04-19,150,0605
2011-04-20,929,0364
2011-04-21,339,6900
2011-04-22,509,6280
2011-04-25,657,4945
2011-04-26,092,1620
2011-04-27,066,5491
2011-04-28,024,9607
2011-04-29,355,4199
2011-05-02,606,0720
2011-05-03,192,0801
2011-05-04,807,4012
2011-05-05,586,0912
2011-05-06,500,1768
2011-05-09,869,1567
2011-05-10,447,2991
2011-05-11,671,7725
2011-05-12,514,9345
2011-05-13,574,8446
2011-05-16,705,8653
2011-05-17,310,6353
2011-05-18,074,4392
2011-05-19,674,8032
2011-05-20,966,7289
2011-05-23,995,3107
2011-05-24,362,7497
2011-05-25,655,4970
2011-05-26,199,0580
2011-05-27,359,3311
2011-05-30,091,8029
2011-05-31,253,9937
2011-06-01,082,6533
2011-06-02,168,7713
2011-06-03,719,8964
2011-06-06,580,9497
2011-06-07,998,2708
2011-06-08,910,5193
2011-06-09,600,6408
2011-06-10,922,0085
2011-06-13,201,0496
2011-06-14,655,6853
2011-06-15,944,6925
2011-06-16,397,8709
2011-06-17,005,2169
2011-06-20,714,6935
2011-06-21,643,2732
2011-06-22,324,3067
2011-06-23,845,6096
2011-06-24,997,5040
2011-06-27,674,6641
2011-06-28,734,7981
2011-06-29,210,4068
2011-06-30,825,8662
2011-07-01,872,7513
2011-07-04,140,1117
2011-07-05,833,7230
2011-07-06,408,1182
2011-07-07,594,1173
2011-07-08,827,8515
2011-07-11,161,3332
2011-07-12,747,3180
2011-07-13,366,7879
2011-07-14,973,6224
2011-07-15,291,6420
2011-07-18,988,2510
2011-07-19,194,9422
2011-07-20,319,3221
2011-07-21,534,3270
2011-07-22,571,6491
2011-07-25,420,8965
2011-07-26,954,8651
2011-07-27,706,7815
2011-07-28,759,4874
2011-07-29,622,7675
2011-08-01,983,1177
2011-08-02,006,9437
2011-08-03,981,0945
2011-08-04,815,9904
2011-08-05,811,3388
2011-08-08,449,8275
2011-08-09,676,8499
2011-08-10,662,5889
2011-08-11,376,8479
2011-08-12,767,8516
2011-08-15,391,7823
2011-08-16,293,5637
2011-08-17,220,2330
2011-08-18,393,5425
2011-08-19,508,5489
2011-08-22,142,1556
2011-08-23,183,8710
2011-08-24,863,0571
2011-08-25,267,8785
2011-08-26,703,1661
2011-08-29,922,2695
2011-08-30,891,8103
2011-08-31,725,0319
2011-09-01,469,6995
2011-09-02,674,5394
2011-09-05,262,7314
2011-09-06,464,2817
2011-09-07,854,1586
2011-09-08,401,3397
2011-09-09,007,9286
2011-09-12,425,8899
2011-09-13,705,2439
2011-09-14,286,8673
2011-09-15,606,8381
2011-09-16,966,0527
2011-09-19,203,1207
2011-09-20,316,8039
2011-09-21,874,4834
2011-09-22,251,4076
2011-09-23,703,3754
2011-09-26,180,0198
2011-09-27,679,6041
2011-09-28,232,0796
2011-09-29,404,5809
2011-09-30,978,0181
2011-10-03,418,2189
2011-10-04,854,3494
2011-10-05,256,0793
2011-10-06,047,0089
2011-10-07,208,8430
2011-10-10,393,9611
2011-10-11,644,1809
2011-10-12,353,3792
2011-10-13,589,0731
2011-10-14,680,3861
2011-10-17,957,9858
2011-10-18,082,4442
2011-10-19,237,4586
2011-10-20,087,2257
2011-10-21,859,5904
2011-10-24,369,9592
2011-10-25,760,1269
2011-10-26,877,8697
2011-10-27,856,6281
2011-10-28,677,2141
2011-10-31,488,7217
2011-11-01,740,6848
2011-11-02,569,8316
2011-11-03,750,1873
2011-11-04,218,0721
2011-11-07,770,6926
2011-11-08,711,2312
2011-11-09,252,2392
2011-11-10,901,2613
2011-11-11,798,7935
2011-11-14,124,7276
2011-11-15,103,4292
2011-11-16,213,4934
2011-11-17,660,2554
2011-11-18,875,7880
2011-11-21,984,5433
2011-11-22,835,8032
2011-11-23,347,9951
2011-11-24,642,0012
2011-11-25,090,0740
2011-11-28,180,7704
2011-11-29,861,8172
2011-11-30,267,3126
2011-12-01,300,3792
2011-12-02,883,2505
2011-12-05,048,6196
2011-12-06,603,4347
2011-12-07,318,6447
2011-12-08,174,9298
2011-12-09,166,3974
2011-12-12,188,8475
2011-12-13,317,0704
2011-12-14,029,1434
2011-12-15,409,6098
2011-12-16,591,7188
2011-12-19,526,7040
2011-12-20,853,8191
2011-12-21,198,3653
2011-12-22,045,1746
2011-12-23,427,6377
2011-12-26,029,5394
2011-12-27,941,4371
2011-12-28,228,7470
2011-12-29,389,1716
2011-12-30,786,4134
2012-01-04,416,6545
2012-01-05,447,6156
2012-01-06,458,4050
2012-01-09,965,2258
2012-01-10,813,2610
2012-01-11,861,0167
2012-01-12,552,7409
2012-01-13,910,1777
2012-01-16,674,4868
2012-01-17,398,1196
2012-01-18,093,2771
2012-01-19,251,5755
2012-01-20,556,7219
2012-01-23,707,8179
2012-01-24,478,6386
2012-01-25,017,3886
2012-01-26,233,2408
2012-01-27,079,9617
2012-01-30,181,5743
2012-01-31,718,5923
2012-02-01,076,4522
2012-02-02,782,1909
2012-02-03,768,1647
2012-02-06,871,6911
2012-02-07,933,3792
2012-02-08,890,3862
2012-02-09,359,8611
2012-02-10,005,2127
2012-02-13,732,0872
2012-02-14,219,5310
2012-02-15,059,1513
2012-02-16,668,1424
2012-02-17,629,1241
2012-02-20,563,3510
2012-02-21,126,4355
2012-02-22,141,3807
2012-02-23,366,4156
2012-02-24,267,9779
2012-02-27,343,2019
2012-02-28,490,9131
2012-02-29,874,0971
2012-03-01,012,2814
2012-03-02,007,1369
2012-03-05,976,8964
2012-03-06,833,4988
2012-03-07,017,1357
2012-03-08,940,0223
2012-03-09,422,5470
2012-03-12,771,5112
2012-03-13,300,7057
2012-03-14,906,5240
2012-03-15,552,2863
2012-03-16,136,4916
2012-03-19,160,8604
2012-03-20,800,2628
2012-03-21,241,9569
2012-03-22,158,0758
2012-03-23,228,4369
2012-03-26,226,0981
2012-03-27,599,6705
2012-03-28,124,3089
2012-03-29,594,0948
2012-03-30,627,6521
2012-04-02,860,9940
2012-04-03,766,1220
2012-04-04,575,0634
2012-04-05,895,1182
2012-04-06,952,8152
2012-04-09,790,0011
2012-04-10,284,3057
2012-04-11,175,2879
2012-04-12,916,6017
2012-04-13,098,8596
2012-04-16,789,1234
2012-04-17,667,3019
2012-04-18,105,8585
2012-04-19,278,8947
2012-04-20,420,4310
2012-04-23,451,7372
2012-04-24,378,8608
2012-04-25,994,4545
2012-04-26,322,6200
2012-04-27,564,2044
2012-04-30,448,6767
2012-05-01,905,5753
2012-05-02,138,8491
2012-05-03,064,9338
2012-05-04,409,3733
2012-05-07,701,9266
2012-05-08,685,3845
2012-05-09,214,7085
2012-05-10,535,0750
2012-05-11,439,3046
2012-05-14,301,5499
2012-05-15,709,1564
2012-05-16,286,0424
2012-05-17,885,0025
2012-05-18,156,6285
2012-05-21,828,1469
2012-05-22,768,4978
2012-05-23,073,9410
2012-05-24,547,9421
2012-05-25,262,4877
2012-05-28,320,3660
2012-05-29,538,7107
2012-05-30,038,1134
2012-05-31,975,9414
2012-06-01,729,0050
2012-06-04,221,9565
2012-06-05,819,8830
2012-06-06,917,7486
2012-06-07,197,5440
2012-06-08,696,9456
2012-06-11,600,6238
2012-06-12,098,7204
2012-06-13,194,3109
2012-06-14,495,3987
2012-06-15,051,6374
2012-06-18,826,4695
2012-06-19,137,9505
2012-06-20,486,8101
2012-06-21,714,9082
2012-06-22,811,9768
2012-06-25,523,2179
2012-06-26,357,8106
2012-06-27,884,7532
2012-06-28,819,2996
2012-06-29,410,2557
2012-07-02,835,5203
2012-07-03,077,0598
2012-07-04,851,5744
2012-07-05,550,7474
2012-07-06,148,8008
2012-07-09,092,6348
2012-07-10,738,2454
2012-07-11,034,1590
2012-07-12,612,3927
2012-07-13,680,1709
2012-07-16,047,5393
2012-07-17,544,9570
2012-07-18,825,9909
2012-07-19,377,8441
2012-07-20,515,1506
2012-07-23,615,4120
2012-07-24,059,4440
2012-07-25,899,1892
2012-07-26,506,8311
2012-07-27,726,7534
2012-07-30,486,7921
2012-07-31,916,4058
2012-08-01,568,7571
2012-08-02,261,2905
2012-08-03,360,3394
2012-08-06,055,9818
2012-08-07,788,2813
2012-08-08,121,9794
2012-08-09,343,4889
2012-08-10,090,7222
2012-08-13,302,9738
2012-08-14,333,5573
2012-08-15,430,9179
2012-08-16,979,3707
2012-08-17,911,0234
2012-08-20,689,8344
2012-08-21,656,9572
2012-08-22,810,4337
2012-08-23,514,8665
2012-08-24,537,0189
2012-08-27,099,6354
2012-08-28,282,9226
2012-08-29,887,4040
2012-08-30,526,4698
2012-08-31,310,0984
2012-09-03,458,8742
2012-09-04,357,5965
2012-09-05,748,9560
2012-09-06,988,4989
2012-09-07,926,0577
2012-09-10,351,1093
2012-09-11,185,8440
2012-09-12,441,5765
2012-09-13,124,7954
2012-09-14,445,6969
2012-09-17,784,9427
2012-09-18,731,2305
2012-09-19,728,1477
2012-09-20,049,2947
2012-09-21,059,8887
2012-09-24,715,5755
2012-09-25,100,5368
2012-09-26,466,0386
2012-09-27,660,3029
2012-09-28,928,4835
2012-10-01,274,2268
2012-10-02,298,2970
2012-10-03,498,4161
2012-10-04,116,8382
2012-10-05,851,8560
2012-10-08,782,6216
2012-10-09,144,4338
2012-10-10,042,9522
2012-10-11,612,3712
2012-10-12,472,4571
2012-10-15,063,5796
2012-10-16,236,7159
2012-10-17,033,8493
2012-10-18,662,3110
2012-10-19,320,9133
2012-10-22,714,0711
2012-10-23,240,6265
2012-10-24,341,5903
2012-10-25,837,8554
2012-10-26,697,1546
2012-10-29,480,5994
2012-10-30,804,6599
2012-10-31,264,9002
2012-11-01,778,1841
2012-11-02,561,9454
2012-11-05,620,7646
